version,rows
1730284745,"{'name': 'Hotan Airport', 'iata': 'HTN', 'icao': 'ZWTN', 'lat': 37.038521, 'lon': 79.864929, 'country': 'China', 'alt': 4672}"
1730284745,"{'name': 'Houma Terrebonne Airport', 'iata': 'HUM', 'icao': 'KHUM', 'lat': 29.566944, 'lon': -90.660835, 'country': 'United States', 'alt': 10}"
1730284745,"{'name': 'Houston David Wayne Hooks Memorial Airport', 'iata': 'DWH', 'icao': 'KDWH', 'lat': 30.059999, 'lon': -95.550003, 'country': 'United States', 'alt': 152}"
1730284745,"{'name': 'Houston Ellington Airport', 'iata': 'EFD', 'icao': 'KEFD', 'lat': 29.6073, 'lon': -95.158699, 'country': 'United States', 'alt': 32}"
1730284745,"{'name': 'Houston Executive Airport', 'iata': 'QSE', 'icao': 'KTME', 'lat': 29.805782, 'lon': -95.897949, 'country': 'United States', 'alt': 166}"
1730284745,"{'name': 'Houston George Bush Intercontinental Airport', 'iata': 'IAH', 'icao': 'KIAH', 'lat': 29.98443, 'lon': -95.3414, 'country': 'United States', 'alt': 96}"
1730284745,"{'name': 'Houston Southwest Airport', 'iata': 'QTA', 'icao': 'KAXH', 'lat': 29.506092, 'lon': -95.476753, 'country': 'United States', 'alt': 66}"
1730284745,"{'name': 'Houston West Airport', 'iata': 'IWS', 'icao': 'KIWS', 'lat': 29.818548, 'lon': -95.672775, 'country': 'United States', 'alt': 110}"
1730284745,"{'name': 'Houston William P. Hobby Airport', 'iata': 'HOU', 'icao': 'KHOU', 'lat': 29.645411, 'lon': -95.278801, 'country': 'United States', 'alt': 46}"
1730284745,"{'name': 'Hradec Kralove Airport', 'iata': 'QZH', 'icao': 'LKHK', 'lat': 50.251629, 'lon': 15.846437, 'country': 'Czechia', 'alt': 787}"
1730284745,"{'name': 'Hua Hin Airport', 'iata': 'HHQ', 'icao': 'VTPH', 'lat': 12.63622, 'lon': 99.95153, 'country': 'Thailand', 'alt': 62}"
1730284745,"{'name': 'Huacaraje Airport', 'iata': 'BVK', 'icao': 'SLHJ', 'lat': -13.606223, 'lon': -63.879143, 'country': 'Bolivia', 'alt': 504}"
