version,rows
1730284745,"{'name': 'Ciudad del Este Guarani International Airport', 'iata': 'AGT', 'icao': 'SGES', 'lat': -25.455278, 'lon': -54.843334, 'country': 'Paraguay', 'alt': 846}"
1730284745,"{'name': 'Ciudad Juarez International Airport', 'iata': 'CJS', 'icao': 'MMCS', 'lat': 31.636129, 'lon': -106.428001, 'country': 'Mexico', 'alt': 3904}"
1730284745,"{'name': 'Ciudad Obregon International Airport', 'iata': 'CEN', 'icao': 'MMCN', 'lat': 27.39263, 'lon': -109.833, 'country': 'Mexico', 'alt': 205}"
1730284745,"{'name': 'Ciudad Real Central Airport', 'iata': 'CQM', 'icao': 'LERL', 'lat': 38.85638, 'lon': -3.97, 'country': 'Spain', 'alt': 2119}"
1730284745,"{'name': 'Ciudad Victoria International Airport', 'iata': 'CVM', 'icao': 'MMCV', 'lat': 23.703329, 'lon': -98.956398, 'country': 'Mexico', 'alt': 761}"
1730284745,"{'name': 'Claris Great Barrier Aerodrome', 'iata': 'GBZ', 'icao': 'NZGB', 'lat': -36.241402, 'lon': 175.472, 'country': 'New Zealand', 'alt': 20}"
1730284745,"{'name': 'Clarks Point Airport', 'iata': 'CLP', 'icao': 'PFCL', 'lat': 58.833698, 'lon': -158.529007, 'country': 'United States', 'alt': 80}"
1730284745,"{'name': 'Clarksburg North Central West Virginia Airport', 'iata': 'CKB', 'icao': 'KCKB', 'lat': 39.297382, 'lon': -80.2276, 'country': 'United States', 'alt': 1194}"
1730284745,"{'name': 'Clarksdale Fletcher Field Airport', 'iata': 'CKM', 'icao': 'KCKM', 'lat': 34.299702, 'lon': -90.512299, 'country': 'United States', 'alt': 173}"
1730284745,"{'name': 'Clarksville Montgomery County Regional Airport', 'iata': 'CKV', 'icao': 'KCKV', 'lat': 36.621899, 'lon': -87.415001, 'country': 'United States', 'alt': 550}"
1730284745,"{'name': 'Clemson Oconee County Regional Airport', 'iata': 'CEU', 'icao': 'KCEU', 'lat': 34.671902, 'lon': -82.886497, 'country': 'United States', 'alt': 892}"
1730284745,"{'name': 'Clermont Airport', 'iata': 'CMQ', 'icao': 'YCMT', 'lat': -22.77405, 'lon': 147.619614, 'country': 'Australia', 'alt': 907}"
1730284745,"{'name': 'Clermont-Ferrand Auvergne Airport', 'iata': 'CFE', 'icao': 'LFLC', 'lat': 45.785831, 'lon': 3.1625, 'country': 'France', 'alt': 1090}"
1730284745,"{'name': 'Cleve Airport', 'iata': 'CVC', 'icao': 'YCEE', 'lat': -33.710308, 'lon': 136.504196, 'country': 'Australia', 'alt': 582}"
1730284745,"{'name': 'Cleveland Burke Lakefront Airport', 'iata': 'BKL', 'icao': 'KBKL', 'lat': 41.516945, 'lon': -81.683334, 'country': 'United States', 'alt': 583}"
1730284745,"{'name': 'Cleveland Cuyahoga County Airport', 'iata': 'CGF', 'icao': 'KCGF', 'lat': 41.565182, 'lon': -81.488052, 'country': 'United States', 'alt': 862}"
1730284745,"{'name': 'Cleveland Hopkins International Airport', 'iata': 'CLE', 'icao': 'KCLE', 'lat': 41.410252, 'lon': -81.853897, 'country': 'United States', 'alt': 799}"
1730284745,"{'name': 'Cleveland Municipal Airport', 'iata': 'QTN', 'icao': 'KRNV', 'lat': 33.761425, 'lon': -90.757881, 'country': 'United States', 'alt': 136}"
1730284745,"{'name': 'Clifton Hills Airport', 'iata': 'CFH', 'icao': 'YCFH', 'lat': -27.01524, 'lon': 138.893326, 'country': 'Australia', 'alt': 105}"
1730284745,"{'name': 'Cloncurry Airport', 'iata': 'CNJ', 'icao': 'YCCY', 'lat': -20.668905, 'lon': 140.508514, 'country': 'Australia', 'alt': 616}"
1730284745,"{'name': 'Cloudbreak Fortescue Dave Forrest Airport', 'iata': 'KFE', 'icao': 'YFDF', 'lat': -22.292, 'lon': 119.437225, 'country': 'Australia', 'alt': 1555}"
1730284745,"{'name': 'Clovis Cannon Air Force Base', 'iata': 'CVS', 'icao': 'KCVS', 'lat': 34.385155, 'lon': -103.321701, 'country': 'United States', 'alt': 4286}"
1730284745,"{'name': 'Clovis Municipal Airport', 'iata': 'CVN', 'icao': 'KCVN', 'lat': 34.427223, 'lon': -103.078888, 'country': 'United States', 'alt': 4216}"
1730284745,"{'name': 'Cluj-Napoca International Airport', 'iata': 'CLJ', 'icao': 'LRCL', 'lat': 46.785091, 'lon': 23.68611, 'country': 'Romania', 'alt': 1035}"
1730284745,"{'name': 'Clyde River Airport', 'iata': 'YCY', 'icao': 'CYCY', 'lat': 70.486107, 'lon': -68.516602, 'country': 'Canada', 'alt': 87}"
